Serial_Number;Shift;PCB_Mainboard_Supplier;PCB_Batch_ID;LCD_Panel_Supplier;LCD_Batch_ID;Cable_Harness_Supplier;Cable_Batch_ID;Battery_Pack_Supplier;Housing_Case_Supplier;Thermal_Paste_Type;Ambient_Temp_C;Relative_Humidity;Air_Pressure_hPa;Particulate_PM2.5;Particulate_PM10;Screw_Torque_Nm;Screw_Count_OK;Glue_Dispense_Weight_mg;Housing_Gap_Check_mm;Soldering_Station_ID;Soldering_Temp_Set_C;Soldering_Temp_Real_C;Soldering_Time_s;Soldering_Tip_Age_Cycles;Flux_Usage_mg;Smoke_Extractor_Flow_m3h;Boot_Time_s;Standby_Current_mA;Max_Load_Current_A;Battery_Charge_Rate_A;Screen_Brightness_Nits;Dead_Pixel_Count;Touch_Response_ms;WiFi_Signal_dBm;Audio_Output_dB;Probe_Connector_Impedance_Ohm;Internal_QC_Status;Warranty_Claim;Claim_Type;Repair_Cost_USD;Firmware_Version
SN-2023-0684;Morning;Intel;PCB-I-2022-C;LG;LCD-L-568;Cables-X;CBL-2022-579;Panasonic;Plast-Pro;Arctic-5;21.9;36.5;993;24.9;23.0;1.01;12;184.8;0.195;Sold_02;250;251.3;6.0;2800;10.1;47.4;13.89;48.0;2.3;1.04;447;0;8.49;-58.9;71.5;50.28;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0099;Afternoon;Intel;PCB-I-2022-C;LG;LCD-L-798;Cables-X;CBL-2022-904;LG Chem;MoldMaster;Arctic-5;23.4;53.0;1028;18.1;15.5;0.99;12;186.8;0.071;Sold_02;250;252.8;4.19;1889;14.5;53.3;14.21;57.4;2.31;1.0;449;0;6.44;-40.9;70.1;50.34;Pass;Yes;Software Glitch;2112.0;v2.2
SN-2024-0117;Morning;AMD;PCB-A-2023-X;Samsung;LCD-S-179;WireTech;CBL-2024-171;Panasonic;MoldMaster;CoolM-2;25.5;45.9;1021;20.8;38.5;0.85;12;160.8;0.18;Sold_02;250;251.9;4.08;1788;10.3;46.9;12.81;48.0;2.12;1.04;378;0;9.48;-58.9;73.3;49.82;Pass;Yes;Probe Failure;2112.0;v2.2
SN-2025-0386;Morning;Intel;PCB-I-2024-B;LG;LCD-L-182;Cables-X;CBL-2024-545;Panasonic;Plast-Pro;CoolM-2;23.0;47.1;990;7.1;31.0;0.86;12;174.6;0.06;Sold_02;250;248.2;2.54;3381;10.4;46.0;13.18;49.7;2.16;1.06;421;0;5.96;-57.6;74.7;50.39;Pass;No;;0.0;v2.2
SN-2025-0232;Afternoon;Intel;PCB-I-2024-C;Sharp;LCD-S-956;Cables-X;CBL-2024-762;Panasonic;Plast-Pro;CoolM-2;23.9;56.8;1001;10.9;27.6;1.07;12;194.1;0.138;Sold_02;250;251.7;2.56;4177;14.8;49.7;13.48;54.8;2.36;1.0;378;0;5.68;-49.2;72.4;49.84;Pass;No;;0.0;v2.1
SN-2023-0407;Morning;Nvidia;PCB-N-2023-X;LG;LCD-L-470;WireTech;CBL-2022-151;LG Chem;Plast-Pro;CoolM-2;25.9;38.8;999;15.9;12.5;0.83;12;162.3;0.065;Sold_01;250;249.8;4.09;4964;13.0;50.7;14.39;54.8;2.24;1.06;372;0;8.02;-47.0;71.4;50.16;Pass;No;;0.0;v2.1
SN-2023-0503;Morning;Intel;PCB-I-2023-B;Samsung;LCD-S-664;Cables-X;CBL-2023-375;Panasonic;Plast-Pro;CoolM-2;21.4;55.4;1019;11.4;21.6;0.93;12;152.5;0.063;Sold_01;250;254.9;4.55;4492;10.5;46.2;12.26;40.1;2.36;1.08;447;0;5.49;-57.5;71.2;50.46;Pass;No;;0.0;v2.2
SN-2024-0384;Afternoon;Intel;PCB-I-2024-B;LG;LCD-L-661;FlexConnect;CBL-2023-043;LG Chem;MoldMaster;Arctic-5;22.8;40.8;1021;10.5;17.4;1.13;12;182.8;0.195;Sold_01;250;254.5;3.61;265;11.6;49.1;12.15;45.4;2.1;1.04;362;2;7.11;-58.2;74.7;50.36;Pass;No;;0.0;v2.1
SN-2024-0369;Afternoon;Nvidia;PCB-N-2024-Y;Samsung;LCD-S-712;Cables-X;CBL-2023-864;LG Chem;Plast-Pro;CoolM-2;23.6;50.9;1009;10.8;23.3;1.16;12;166.4;0.07;Sold_01;250;248.7;4.36;357;11.4;52.5;14.88;53.3;2.14;1.02;356;0;9.62;-56.4;73.4;49.76;Pass;No;;0.0;v2.1
SN-2024-0242;Afternoon;AMD;PCB-A-2024-B;LG;LCD-L-746;WireTech;CBL-2023-317;Panasonic;MoldMaster;Arctic-5;21.8;60.0;1014;25.0;16.7;1.02;12;191.8;0.133;Sold_01;250;250.7;4.65;2015;10.9;50.8;12.06;42.0;2.18;1.1;426;0;8.95;-44.5;71.9;50.39;Pass;No;;0.0;v2.1
SN-2024-0092;Afternoon;Intel;PCB-I-2024-C;Sharp;LCD-S-390;Cables-X;CBL-2024-394;Panasonic;Plast-Pro;CoolM-2;25.3;47.1;1010;24.9;27.1;1.07;12;154.2;0.05;Sold_02;250;250.0;2.83;4017;10.4;51.7;13.19;50.2;2.21;1.04;382;0;6.09;-41.5;71.1;50.12;Pass;No;;0.0;v2.1
SN-2025-0498;Afternoon;AMD;PCB-A-2025-C;LG;LCD-L-850;FlexConnect;CBL-2024-455;Panasonic;MoldMaster;CoolM-2;22.9;63.5;1016;13.0;12.8;1.12;12;180.1;0.155;Sold_01;250;249.7;3.83;2613;10.5;53.2;12.68;56.8;2.36;1.02;361;1;7.93;-43.9;74.6;50.14;Pass;No;;0.0;v2.1
SN-2023-0201;Morning;Nvidia;PCB-N-2023-A;LG;LCD-L-111;Cables-X;CBL-2023-292;Panasonic;MoldMaster;Arctic-5;25.0;36.5;1013;22.4;32.5;1.04;12;166.7;0.129;Sold_02;250;253.5;3.01;4368;12.1;52.9;13.69;58.6;2.38;1.06;413;0;5.98;-45.2;74.3;49.99;Pass;No;;0.0;v2.2
SN-2023-0135;Afternoon;AMD;PCB-A-2022-A;LG;LCD-L-426;Cables-X;CBL-2022-158;Panasonic;Plast-Pro;CoolM-2;25.6;55.1;1013;11.6;25.2;1.03;12;180.0;0.11;Sold_02;250;249.6;3.43;352;12.6;53.8;14.86;49.8;2.29;1.09;402;0;7.54;-57.5;70.4;49.95;Pass;No;;0.0;v2.1
SN-2024-0364;Afternoon;Intel;PCB-I-2024-X;LG;LCD-L-217;FlexConnect;CBL-2023-690;LG Chem;MoldMaster;Arctic-5;23.5;56.6;1026;21.5;27.2;0.93;12;154.4;0.102;Sold_01;250;252.1;4.07;2475;13.3;53.8;14.92;42.5;2.19;1.02;391;0;7.36;-52.6;72.7;49.69;Pass;No;;0.0;v2.1
SN-2023-0041;Afternoon;Intel;PCB-I-2023-Y;LG;LCD-L-199;Cables-X;CBL-2023-757;LG Chem;Plast-Pro;CoolM-2;21.1;49.0;1018;5.5;37.6;0.95;12;165.1;0.113;Sold_02;250;249.3;4.03;73;11.5;52.1;13.57;40.5;2.35;1.02;400;2;9.65;-40.4;75.0;49.73;Pass;No;;0.0;v2.2
SN-2024-0330;Morning;Nvidia;PCB-N-2024-A;Samsung;LCD-S-985;FlexConnect;CBL-2023-050;LG Chem;Plast-Pro;CoolM-2;22.3;50.2;1014;15.7;25.6;0.95;12;190.9;0.158;Sold_01;250;250.7;3.94;1711;14.7;45.7;12.93;47.8;2.35;1.09;406;2;5.19;-47.0;70.6;50.45;Pass;No;;0.0;v2.1
SN-2023-0231;Morning;AMD;PCB-A-2022-Y;Sharp;LCD-S-599;WireTech;CBL-2022-443;LG Chem;Plast-Pro;Arctic-5;24.2;54.6;1027;10.0;14.6;0.93;12;165.4;0.194;Sold_01;250;250.8;3.46;3889;11.2;49.3;12.4;41.3;2.25;1.06;433;2;9.9;-53.3;70.7;50.13;Pass;No;;0.0;v2.2
SN-2025-0148;Morning;Intel;PCB-I-2025-X;Samsung;LCD-S-320;WireTech;CBL-2025-136;Panasonic;Plast-Pro;Arctic-5;22.1;50.4;996;6.8;18.6;0.9;12;168.4;0.197;Sold_02;250;251.3;3.71;185;13.6;46.8;14.99;41.2;2.11;1.01;431;2;7.32;-41.0;74.8;49.93;Pass;No;;0.0;v2.2
SN-2025-0431;Afternoon;Nvidia;PCB-N-2025-A;Samsung;LCD-S-205;FlexConnect;CBL-2024-825;LG Chem;Plast-Pro;Arctic-5;25.4;57.7;1002;10.5;21.6;1.08;12;186.1;0.106;Sold_02;250;253.0;4.56;1125;13.9;51.4;12.31;50.5;2.2;1.05;421;0;7.54;-43.3;72.3;49.77;Pass;No;;0.0;v2.1
SN-2023-0379;Afternoon;Intel;PCB-I-2022-A;Samsung;LCD-S-742;Cables-X;CBL-2023-781;LG Chem;Plast-Pro;Arctic-5;23.6;41.3;996;18.8;33.4;1.17;12;176.0;0.129;Sold_02;250;252.0;2.58;2094;12.5;51.1;14.03;41.5;2.32;1.08;380;0;6.15;-48.0;73.9;49.54;Pass;No;;0.0;v2.2
SN-2023-0289;Afternoon;AMD;PCB-A-2023-A;Sharp;LCD-S-613;FlexConnect;CBL-2022-794;LG Chem;Plast-Pro;CoolM-2;23.1;40.6;999;11.4;23.7;1.11;12;199.9;0.087;Sold_01;250;252.6;4.15;2414;12.7;46.2;13.83;47.5;2.11;1.07;420;0;7.55;-40.7;70.7;49.95;Pass;No;;0.0;v2.2
SN-2023-0419;Morning;Intel;PCB-I-2023-Y;Sharp;LCD-S-853;WireTech;CBL-2023-492;Panasonic;MoldMaster;Arctic-5;21.3;47.9;1002;16.0;16.8;0.98;12;172.2;0.181;Sold_02;250;250.8;3.56;2122;11.2;52.0;14.04;41.6;2.18;1.04;366;0;5.29;-58.1;73.4;50.41;Pass;No;;0.0;v2.2
SN-2025-0333;Afternoon;AMD;PCB-A-2025-C;Samsung;LCD-S-914;Cables-X;CBL-2024-389;LG Chem;Plast-Pro;CoolM-2;24.7;57.1;1019;17.8;30.6;1.07;12;184.2;0.096;Sold_02;250;248.4;4.41;817;14.1;51.2;14.68;40.8;2.25;1.05;437;0;7.93;-47.8;72.4;50.09;Pass;No;;0.0;v2.1
SN-2023-0392;Afternoon;Nvidia;PCB-N-2022-C;LG;LCD-L-209;WireTech;CBL-2023-782;Panasonic;Plast-Pro;CoolM-2;22.5;61.8;1018;24.5;39.3;0.93;12;186.0;0.113;Sold_02;250;248.2;3.7;4483;11.9;54.8;12.6;54.4;2.23;1.04;445;0;8.81;-53.6;70.2;50.15;Pass;No;;0.0;v2.2
SN-2023-0593;Afternoon;AMD;PCB-A-2023-A;Sharp;LCD-S-386;WireTech;CBL-2023-073;LG Chem;MoldMaster;Arctic-5;21.1;47.9;994;11.4;38.9;0.94;12;153.8;0.173;Sold_01;250;254.0;4.64;993;13.3;48.6;13.79;45.8;2.17;1.02;424;0;8.4;-40.2;70.7;49.62;Pass;No;;0.0;v2.1
SN-2025-0157;Afternoon;Nvidia;PCB-N-2024-Y;LG;LCD-L-663;FlexConnect;CBL-2024-386;Panasonic;Plast-Pro;CoolM-2;23.8;45.1;1000;21.9;28.1;0.86;12;192.6;0.089;Sold_01;250;252.5;4.49;4093;10.4;54.2;12.28;57.5;2.31;1.07;441;0;9.08;-45.0;74.2;49.88;Pass;No;;0.0;v2.2
SN-2024-0475;Morning;AMD;PCB-A-2023-B;Sharp;LCD-S-289;WireTech;CBL-2024-955;Panasonic;Plast-Pro;CoolM-2;23.2;37.8;1023;14.6;21.0;1.19;12;178.6;0.187;Sold_02;250;250.1;3.13;1484;13.9;47.2;13.0;46.8;2.22;1.02;374;2;7.31;-48.1;73.9;49.91;Pass;No;;0.0;v2.2
SN-2024-0399;Afternoon;Intel;PCB-I-2023-A;Sharp;LCD-S-195;Cables-X;CBL-2024-546;LG Chem;Plast-Pro;Arctic-5;23.2;59.8;990;13.6;34.9;0.98;12;152.8;0.097;Sold_01;250;251.6;2.62;698;14.2;49.1;13.47;49.4;2.24;1.03;422;1;7.94;-54.6;73.0;49.66;Pass;No;;0.0;v2.1
SN-2025-0130;Afternoon;Intel;PCB-I-2024-A;Samsung;LCD-S-285;Cables-X;CBL-2025-124;LG Chem;Plast-Pro;Arctic-5;24.9;35.8;1018;17.3;28.3;1.07;12;163.8;0.099;Sold_01;250;248.3;3.15;2067;14.4;50.1;14.05;45.0;2.31;1.02;379;0;5.31;-48.1;73.7;50.37;Pass;No;;0.0;v2.1
SN-2023-0648;Morning;Nvidia;PCB-N-2022-X;Sharp;LCD-S-387;FlexConnect;CBL-2023-875;LG Chem;MoldMaster;Arctic-5;23.4;60.9;996;16.3;22.8;0.98;12;157.6;0.099;Sold_02;250;250.0;3.49;2413;10.2;49.7;13.18;59.0;2.24;1.04;393;0;8.59;-58.5;71.2;49.62;Pass;No;;0.0;v2.1
SN-2024-0465;Morning;Nvidia;PCB-N-2024-C;Samsung;LCD-S-680;Cables-X;CBL-2024-944;LG Chem;MoldMaster;CoolM-2;23.4;44.4;1006;22.3;38.6;1.1;12;188.1;0.14;Sold_02;250;253.5;3.7;4729;14.3;52.4;14.55;51.6;2.2;1.09;445;0;6.45;-48.7;71.3;50.19;Pass;No;;0.0;v2.1
SN-2025-0002;Afternoon;Intel;PCB-I-2024-B;Samsung;LCD-S-654;Cables-X;CBL-2024-056;Panasonic;MoldMaster;Arctic-5;22.7;38.9;1012;11.6;38.7;0.92;12;166.7;0.128;Sold_02;250;252.5;5.03;4056;15.0;50.0;14.69;59.0;2.22;1.06;435;0;9.17;-51.9;72.4;49.61;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2023-0521;Morning;AMD;PCB-A-2023-Y;LG;LCD-L-498;WireTech;CBL-2022-487;LG Chem;MoldMaster;Arctic-5;22.5;47.6;1026;18.0;17.4;1.12;12;179.9;0.106;Sold_01;250;251.4;2.87;3655;12.8;48.8;14.93;57.8;2.11;1.0;422;0;6.17;-50.6;71.4;50.29;Rework;No;;0.0;v2.1
SN-2025-0497;Afternoon;AMD;PCB-A-2025-B;LG;LCD-L-820;Cables-X;CBL-2025-773;LG Chem;MoldMaster;Arctic-5;25.3;60.9;1009;11.3;25.0;1.08;12;170.2;0.168;Sold_02;250;248.8;5.3;2259;11.0;45.4;14.45;57.3;2.12;1.04;369;0;7.47;-54.6;72.5;49.77;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2025-0515;Morning;AMD;PCB-A-2025-B;LG;LCD-L-484;FlexConnect;CBL-2025-711;Panasonic;Plast-Pro;CoolM-2;23.2;57.4;1001;15.6;27.8;0.84;12;155.3;0.127;Sold_01;250;252.9;3.19;1056;10.4;45.8;13.38;47.3;2.38;1.09;387;0;6.43;-56.8;72.7;49.84;Pass;No;;0.0;v2.1
SN-2023-0065;Afternoon;Nvidia;PCB-N-2023-A;Samsung;LCD-S-258;WireTech;CBL-2023-252;LG Chem;Plast-Pro;CoolM-2;23.1;35.6;994;14.5;12.7;1.13;12;178.8;0.155;Sold_01;250;251.0;3.15;1871;14.1;45.1;12.1;40.3;2.25;1.08;389;0;6.97;-49.9;71.7;50.28;Pass;No;;0.0;v2.2
SN-2025-0471;Morning;Nvidia;PCB-N-2025-C;Sharp;LCD-S-978;FlexConnect;CBL-2024-058;LG Chem;MoldMaster;Arctic-5;22.9;36.9;998;22.3;30.4;1.19;12;197.4;0.18;Sold_01;250;252.9;3.57;2013;10.9;51.8;13.63;51.9;2.39;1.08;440;2;9.62;-45.4;72.8;50.4;Pass;No;;0.0;v2.2
SN-2023-0015;Afternoon;Nvidia;PCB-N-2023-C;Sharp;LCD-S-445;Cables-X;CBL-2023-999;Panasonic;Plast-Pro;Arctic-5;23.9;57.7;1027;23.3;15.5;0.97;12;180.2;0.113;Sold_02;250;254.4;3.07;2917;14.9;46.0;13.86;47.9;2.29;1.0;422;0;8.72;-42.5;74.7;49.99;Pass;No;;0.0;v2.1
SN-2024-0493;Morning;Intel;PCB-I-2024-C;LG;LCD-L-427;WireTech;CBL-2023-701;Panasonic;Plast-Pro;Arctic-5;24.3;43.3;1002;13.8;35.4;0.86;12;189.9;0.096;Sold_01;250;251.2;2.67;720;12.8;47.6;14.29;54.9;2.35;1.09;410;0;5.77;-59.1;74.9;50.22;Pass;No;;0.0;v2.1
SN-2024-0377;Morning;Intel;PCB-I-2023-C;Sharp;LCD-S-721;FlexConnect;CBL-2024-508;Panasonic;MoldMaster;CoolM-2;22.5;36.7;992;12.0;27.8;1.1;12;187.2;0.173;Sold_01;250;251.7;3.13;4294;11.4;53.8;14.46;42.9;2.32;1.04;378;1;6.66;-49.6;72.8;49.72;Pass;No;;0.0;v2.2
SN-2023-0493;Morning;Intel;PCB-I-2022-A;Samsung;LCD-S-185;Cables-X;CBL-2022-107;LG Chem;MoldMaster;CoolM-2;21.9;55.3;1007;10.0;32.8;0.94;12;192.2;0.149;Sold_01;250;251.8;5.36;1970;13.8;46.7;12.64;50.1;2.37;1.09;352;1;9.89;-57.0;73.9;50.09;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2023-0380;Morning;Nvidia;PCB-N-2022-X;LG;LCD-L-645;WireTech;CBL-2023-773;LG Chem;Plast-Pro;CoolM-2;24.9;49.8;1025;15.0;15.0;0.92;12;162.2;0.178;Sold_01;250;253.8;4.01;4378;13.3;46.3;13.21;51.7;2.2;1.06;361;0;5.8;-48.9;72.8;50.36;Pass;No;;0.0;v2.2
SN-2023-0188;Morning;Nvidia;PCB-N-2022-X;LG;LCD-L-451;WireTech;CBL-2023-388;Panasonic;MoldMaster;CoolM-2;21.7;51.2;999;18.9;22.5;1.11;12;197.0;0.183;Sold_02;250;249.7;4.31;1725;11.5;46.3;13.41;48.8;2.22;1.06;424;0;8.85;-41.8;74.3;50.36;Pass;No;;0.0;v2.2
SN-2024-0076;Afternoon;Nvidia;PCB-N-2024-A;LG;LCD-L-469;Cables-X;CBL-2024-791;LG Chem;MoldMaster;Arctic-5;23.9;43.5;1028;14.1;27.7;0.86;12;159.0;0.14;Sold_02;250;254.7;3.45;3921;11.6;53.7;14.26;45.0;2.14;1.02;403;0;6.59;-48.8;72.4;50.07;Pass;No;;0.0;v2.2
SN-2023-0217;Morning;Intel;PCB-I-2023-A;Samsung;LCD-S-920;WireTech;CBL-2022-503;LG Chem;MoldMaster;CoolM-2;23.9;57.3;998;23.3;15.9;1.16;12;161.3;0.134;Sold_02;250;251.2;4.37;1259;14.2;54.3;13.45;56.8;2.38;1.01;382;0;5.96;-40.1;71.8;50.23;Pass;No;;0.0;v2.2
SN-2024-0104;Afternoon;AMD;PCB-A-2023-X;Samsung;LCD-S-661;WireTech;CBL-2024-201;Panasonic;Plast-Pro;CoolM-2;24.6;48.5;1005;17.0;12.4;0.84;12;152.4;0.139;Sold_02;250;250.3;4.39;3457;10.5;48.4;12.7;47.7;2.3;1.02;449;0;5.77;-56.3;70.9;49.66;Rework;No;;0.0;v2.1
SN-2024-0389;Morning;AMD;PCB-A-2023-Y;LG;LCD-L-194;WireTech;CBL-2023-112;Panasonic;Plast-Pro;Arctic-5;22.3;59.0;1018;20.2;18.7;0.82;12;176.9;0.069;Sold_01;250;250.2;4.45;3621;11.0;49.0;12.84;44.0;2.26;1.08;434;0;7.11;-47.7;70.6;49.79;Pass;No;;0.0;v2.1
SN-2024-0191;Morning;AMD;PCB-A-2023-B;LG;LCD-L-925;FlexConnect;CBL-2024-141;Panasonic;MoldMaster;Arctic-5;24.1;47.5;1030;6.4;30.7;1.02;12;172.9;0.052;Sold_02;250;251.8;3.22;3605;14.4;48.4;12.54;48.0;2.37;1.07;428;0;5.41;-55.0;74.2;49.72;Pass;No;;0.0;v2.2
SN-2023-0338;Afternoon;Intel;PCB-I-2023-Y;LG;LCD-L-842;WireTech;CBL-2023-639;LG Chem;Plast-Pro;CoolM-2;25.1;61.7;1023;24.4;32.7;1.05;12;177.4;0.117;Sold_02;250;254.5;3.39;3399;14.0;54.5;13.28;51.8;2.16;1.02;388;0;7.7;-52.7;71.9;49.54;Pass;No;;0.0;v2.1
SN-2025-0407;Morning;AMD;PCB-A-2025-X;Sharp;LCD-S-826;Cables-X;CBL-2024-543;LG Chem;MoldMaster;Arctic-5;25.6;40.4;1003;14.7;31.0;0.87;12;169.3;0.18;Sold_01;250;254.6;3.2;560;12.6;45.9;14.43;40.5;2.13;1.09;444;0;8.62;-58.7;71.7;50.04;Pass;No;;0.0;v2.1
SN-2024-0032;Afternoon;Nvidia;PCB-N-2023-C;Sharp;LCD-S-208;FlexConnect;CBL-2023-315;LG Chem;MoldMaster;Arctic-5;22.7;35.9;991;15.1;21.0;0.87;12;175.0;0.129;Sold_01;250;254.2;4.32;1740;13.5;49.7;12.55;44.9;2.22;1.02;411;0;8.54;-58.5;73.9;49.55;Pass;No;;0.0;v2.2
SN-2025-0383;Afternoon;Nvidia;PCB-N-2024-Y;Samsung;LCD-S-464;WireTech;CBL-2025-049;Panasonic;MoldMaster;CoolM-2;23.5;53.5;1003;5.4;32.5;1.02;12;152.4;0.071;Sold_01;250;252.6;2.83;974;14.5;53.9;12.38;40.8;2.34;1.1;412;0;9.84;-51.7;72.2;50.12;Pass;No;;0.0;v2.1
SN-2023-0296;Morning;Nvidia;PCB-N-2022-C;Sharp;LCD-S-400;Cables-X;CBL-2022-822;Panasonic;Plast-Pro;Arctic-5;21.3;46.5;1018;8.9;17.1;1.16;12;158.5;0.111;Sold_01;250;250.6;4.68;1666;10.4;49.1;14.38;44.4;2.32;1.01;427;0;9.61;-46.8;70.6;49.84;Pass;No;;0.0;v2.1
SN-2025-0360;Afternoon;Intel;PCB-I-2025-C;Sharp;LCD-S-532;WireTech;CBL-2025-479;LG Chem;Plast-Pro;Arctic-5;23.7;48.8;1020;11.4;35.8;0.98;12;151.1;0.164;Sold_01;250;254.8;2.97;4001;10.6;46.2;12.94;55.4;2.16;1.09;356;0;7.03;-42.5;72.5;50.07;Pass;No;;0.0;v2.2
SN-2024-0329;Afternoon;AMD;PCB-A-2023-Y;LG;LCD-L-544;Cables-X;CBL-2023-992;Panasonic;Plast-Pro;Arctic-5;22.9;54.7;993;18.1;13.4;0.97;12;156.0;0.092;Sold_01;250;251.2;3.91;359;14.1;54.8;12.39;53.4;2.35;1.01;353;0;9.08;-56.7;70.4;50.05;Rework;No;;0.0;v2.1
SN-2024-0588;Afternoon;Intel;PCB-I-2024-Y;LG;LCD-L-299;FlexConnect;CBL-2024-615;Panasonic;Plast-Pro;CoolM-2;21.6;51.0;990;6.2;24.3;0.98;12;175.4;0.102;Sold_01;250;253.2;2.7;3743;12.2;51.7;14.9;53.7;2.25;1.02;414;0;6.65;-41.5;72.0;50.31;Pass;No;;0.0;v2.1
SN-2025-0385;Afternoon;AMD;PCB-A-2024-A;Samsung;LCD-S-434;FlexConnect;CBL-2024-972;LG Chem;Plast-Pro;CoolM-2;22.4;56.9;1001;7.0;29.9;0.81;12;191.5;0.121;Sold_02;250;252.9;3.34;3195;14.5;54.3;12.5;58.1;2.38;1.09;361;0;7.49;-50.4;72.4;50.05;Rework;No;;0.0;v2.2
SN-2025-0120;Morning;Nvidia;PCB-N-2025-C;Samsung;LCD-S-609;WireTech;CBL-2024-206;LG Chem;MoldMaster;Arctic-5;22.4;56.9;1022;23.0;38.7;1.01;12;165.0;0.146;Sold_01;250;252.9;3.46;828;12.7;54.6;13.17;41.7;2.25;1.05;393;0;6.75;-59.7;73.3;49.5;Pass;No;;0.0;v2.1
SN-2023-0456;Afternoon;Nvidia;PCB-N-2023-C;Sharp;LCD-S-342;WireTech;CBL-2023-690;LG Chem;Plast-Pro;Arctic-5;22.9;50.3;1011;6.9;36.3;0.82;12;153.2;0.078;Sold_01;250;249.2;3.36;788;10.8;46.4;14.89;58.9;2.22;1.07;408;0;8.03;-54.3;74.5;49.74;Pass;No;;0.0;v2.1
SN-2025-0659;Afternoon;Nvidia;PCB-N-2025-A;Samsung;LCD-S-870;FlexConnect;CBL-2024-075;Panasonic;Plast-Pro;Arctic-5;21.8;41.3;990;17.7;37.9;1.17;12;164.7;0.11;Sold_01;250;253.9;3.86;3899;12.6;48.0;13.45;55.3;2.15;1.1;358;0;5.05;-43.4;73.3;49.55;Pass;No;;0.0;v2.2
SN-2024-0128;Afternoon;Nvidia;PCB-N-2023-Y;LG;LCD-L-503;WireTech;CBL-2024-470;Panasonic;Plast-Pro;Arctic-5;21.0;49.0;991;21.4;30.9;1.14;12;166.0;0.1;Sold_01;250;250.4;2.55;4749;14.6;48.7;12.24;41.3;2.15;1.07;412;2;7.47;-52.0;70.1;49.76;Pass;No;;0.0;v2.1
SN-2025-0521;Morning;AMD;PCB-A-2025-C;Sharp;LCD-S-858;FlexConnect;CBL-2024-882;Panasonic;MoldMaster;Arctic-5;24.4;45.7;1029;12.7;10.7;1.2;12;180.7;0.125;Sold_02;250;248.2;3.61;2367;10.1;45.2;12.11;55.9;2.14;1.02;441;0;9.42;-47.6;71.2;49.62;Pass;No;;0.0;v2.1
SN-2023-0270;Afternoon;Intel;PCB-I-2022-C;Samsung;LCD-S-416;Cables-X;CBL-2022-315;LG Chem;MoldMaster;Arctic-5;23.9;39.1;991;22.4;29.5;1.16;12;196.8;0.167;Sold_01;250;252.7;2.97;3572;13.1;53.8;12.78;51.1;2.29;1.09;447;0;6.11;-56.6;70.7;50.19;Pass;No;;0.0;v2.2
SN-2024-0308;Morning;Intel;PCB-I-2023-X;Samsung;LCD-S-388;FlexConnect;CBL-2023-605;Panasonic;MoldMaster;Arctic-5;22.5;49.2;1025;23.3;26.4;1.15;12;192.4;0.068;Sold_01;250;253.6;4.17;2183;14.4;52.4;12.42;57.5;2.1;1.05;388;0;8.89;-57.0;72.2;50.22;Pass;No;;0.0;v2.2
SN-2023-0202;Morning;Nvidia;PCB-N-2022-B;Sharp;LCD-S-220;WireTech;CBL-2023-130;Panasonic;Plast-Pro;CoolM-2;23.6;61.0;991;22.5;21.7;1.16;12;168.8;0.148;Sold_02;250;251.9;4.71;2164;14.3;54.2;12.06;54.7;2.37;1.03;436;1;5.01;-49.8;70.2;50.39;Pass;No;;0.0;v2.2
SN-2023-0162;Afternoon;AMD;PCB-A-2022-Y;Sharp;LCD-S-759;Cables-X;CBL-2023-586;Panasonic;MoldMaster;CoolM-2;25.8;44.0;993;5.7;30.0;0.94;12;197.8;0.073;Sold_01;250;248.1;2.63;3490;12.3;52.6;13.28;47.5;2.14;1.1;395;0;9.85;-47.9;74.9;50.27;Pass;No;;0.0;v2.1
SN-2025-0214;Afternoon;Intel;PCB-I-2024-A;LG;LCD-L-682;FlexConnect;CBL-2024-821;Panasonic;MoldMaster;CoolM-2;22.4;43.3;1019;11.0;33.6;1.08;12;174.3;0.07;Sold_02;250;250.2;3.59;162;13.0;49.3;14.58;54.9;2.36;1.03;363;0;7.22;-58.1;72.4;49.95;Pass;No;;0.0;v2.2
SN-2024-0042;Morning;Nvidia;PCB-N-2024-Y;Sharp;LCD-S-757;WireTech;CBL-2024-817;Panasonic;Plast-Pro;Arctic-5;25.4;37.2;1026;5.8;31.5;1.11;12;175.7;0.143;Sold_01;250;251.5;4.5;3805;11.3;52.5;12.15;51.7;2.31;1.08;406;0;6.47;-44.3;73.8;50.5;Pass;No;;0.0;v2.2
SN-2023-0402;Morning;Intel;PCB-I-2023-A;LG;LCD-L-549;Cables-X;CBL-2023-703;Panasonic;MoldMaster;CoolM-2;23.0;39.2;1019;18.2;21.8;1.18;12;198.2;0.085;Sold_02;250;249.6;3.88;4404;14.5;49.9;14.06;59.2;2.36;1.05;367;0;8.49;-57.7;74.2;50.29;Pass;No;;0.0;v2.1
